,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,days_birth,days_employed,work_phone,home_phone,email,occup_type,family_size,begin_month,credit
23010,F,N,N,0,126000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23751,0,0,0,0,No job,2.0,-5.0,2.0
23011,M,N,Y,1,270000.0,Commercial associate,Incomplete higher,Married,House / apartment,-12443,-1169,0,1,0,Drivers,3.0,-37.0,0.0
23012,F,Y,N,0,135000.0,Working,Secondary / secondary special,Widow,House / apartment,-23224,-3382,1,1,0,Core staff,1.0,-28.0,2.0
23013,F,N,Y,0,337500.0,Working,Higher education,Widow,House / apartment,-22613,-2970,0,1,0,Accountants,1.0,-22.0,2.0
23014,F,N,N,1,81000.0,Working,Secondary / secondary special,Married,House / apartment,-13659,-3079,0,1,0,Laborers,3.0,-23.0,2.0
23015,M,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Civil marriage,Rented apartment,-14542,-3179,0,0,0,Laborers,2.0,-16.0,2.0
23016,M,Y,Y,1,180000.0,Commercial associate,Higher education,Married,House / apartment,-9961,-1775,0,0,0,No job,3.0,-53.0,1.0
23017,F,N,Y,2,67500.0,Working,Secondary / secondary special,Separated,House / apartment,-13868,-3008,1,0,0,Sales staff,3.0,-50.0,2.0
23018,F,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23441,0,0,0,0,No job,2.0,-29.0,2.0
23019,F,N,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-16415,-3054,0,0,1,Private service staff,3.0,-1.0,0.0
23020,M,Y,Y,0,90000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-8362,-711,1,0,1,Sales staff,2.0,-17.0,2.0
23021,F,N,Y,0,270000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-21578,0,0,0,0,No job,1.0,-5.0,0.0
23022,M,Y,N,0,121500.0,Working,Secondary / secondary special,Married,House / apartment,-14869,-6904,0,1,0,Laborers,2.0,-8.0,1.0
23023,F,N,Y,1,135000.0,Pensioner,Higher education,Married,House / apartment,-14463,0,0,1,0,No job,3.0,-35.0,2.0
23024,F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16671,-99,0,0,0,Cooking staff,2.0,-58.0,2.0
23025,M,Y,Y,0,144000.0,Commercial associate,Higher education,Married,House / apartment,-19270,-2356,0,1,0,Managers,2.0,-39.0,1.0
23026,M,N,N,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9380,-1713,1,1,0,No job,1.0,-30.0,2.0
23027,F,N,N,0,135000.0,Commercial associate,Higher education,Married,House / apartment,-12256,-4031,1,1,1,Core staff,2.0,-25.0,2.0
23028,F,N,Y,0,270000.0,Working,Higher education,Single / not married,House / apartment,-23369,-3437,0,1,0,Managers,1.0,-34.0,0.0
23029,F,Y,Y,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,-16805,-806,0,0,0,No job,2.0,-32.0,1.0
23030,M,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-20663,0,0,0,0,No job,2.0,-18.0,2.0
23031,F,N,N,0,360000.0,Commercial associate,Higher education,Separated,House / apartment,-18168,-3931,1,1,0,No job,1.0,-42.0,2.0
23032,M,Y,N,0,270000.0,Working,Higher education,Married,House / apartment,-10292,-3529,1,0,0,Laborers,2.0,-17.0,0.0
23033,M,Y,N,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16224,-2574,0,0,0,Security staff,2.0,-15.0,0.0
23034,F,Y,N,0,252000.0,Commercial associate,Higher education,Single / not married,House / apartment,-9097,-132,0,0,0,Managers,1.0,-14.0,2.0
23035,M,Y,Y,2,166500.0,Working,Secondary / secondary special,Married,House / apartment,-15883,-2697,1,0,1,Managers,4.0,-9.0,2.0
23036,F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,-21363,0,0,0,0,No job,2.0,-48.0,2.0
23037,F,N,Y,0,67500.0,Working,Higher education,Married,House / apartment,-14240,-1586,0,0,0,Core staff,2.0,-56.0,2.0
23038,F,Y,Y,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,-14419,-2407,1,1,0,No job,2.0,-1.0,0.0
23039,F,Y,N,1,81000.0,Working,Secondary / secondary special,Married,House / apartment,-15062,-2014,1,0,0,No job,3.0,-32.0,0.0
23040,M,N,Y,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15017,-5591,0,0,0,No job,2.0,-30.0,0.0
23041,F,N,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-16860,-711,0,1,0,Medicine staff,2.0,-21.0,1.0
23042,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23770,0,0,0,0,No job,2.0,-53.0,2.0
23043,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-16743,-8066,0,1,0,Medicine staff,2.0,-42.0,0.0
23044,M,N,Y,1,121500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-12460,-4507,0,0,0,Laborers,2.0,-16.0,2.0
23045,F,N,Y,1,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-15039,-3334,0,1,0,Private service staff,2.0,-16.0,2.0
23046,F,N,Y,0,270000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21511,0,0,1,0,No job,2.0,-10.0,2.0
23047,F,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-20009,-292,1,1,0,Sales staff,1.0,-17.0,2.0
23048,F,N,Y,2,270000.0,Commercial associate,Higher education,Married,House / apartment,-11506,-2331,0,0,0,No job,4.0,-50.0,2.0
23049,M,N,Y,2,450000.0,Commercial associate,Higher education,Married,House / apartment,-22582,-1391,0,1,0,No job,4.0,-52.0,2.0
23050,M,Y,Y,1,405000.0,Working,Higher education,Married,House / apartment,-10530,-2165,0,0,0,High skill tech staff,3.0,-25.0,2.0
23051,M,N,Y,0,90000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-15140,-1525,1,1,0,Low-skill Laborers,2.0,-7.0,2.0
23052,F,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-16784,-1503,0,0,0,Medicine staff,2.0,-11.0,2.0
23053,F,Y,Y,0,256500.0,Commercial associate,Higher education,Civil marriage,House / apartment,-14131,-2674,0,1,0,Accountants,2.0,-26.0,1.0
23054,F,N,Y,0,85500.0,Working,Secondary / secondary special,Married,House / apartment,-20119,-10657,0,0,0,Core staff,2.0,-43.0,0.0
23055,F,N,Y,0,112500.0,Pensioner,Incomplete higher,Widow,House / apartment,-22212,0,0,1,0,No job,1.0,-25.0,2.0
23056,F,N,N,0,117000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-16445,-340,0,0,0,Sales staff,1.0,-18.0,1.0
23057,M,Y,Y,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,-9220,-1473,0,0,0,Core staff,1.0,-14.0,1.0
23058,F,N,N,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20255,0,0,0,0,No job,2.0,-13.0,2.0
23059,F,N,Y,0,121500.0,Working,Secondary / secondary special,Married,House / apartment,-10122,-231,0,0,0,No job,2.0,-30.0,1.0
23060,F,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-10808,-1739,0,0,0,Core staff,3.0,-49.0,2.0
23061,F,Y,Y,1,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11938,-2162,0,0,0,Accountants,3.0,-20.0,2.0
23062,M,Y,Y,1,360000.0,Working,Secondary / secondary special,Married,House / apartment,-16521,-1359,0,1,0,Laborers,3.0,-17.0,0.0
23063,F,N,N,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-18770,-124,0,0,0,Laborers,2.0,-28.0,2.0
23064,M,N,N,2,202500.0,Working,Lower secondary,Married,House / apartment,-13593,-2546,1,0,0,Laborers,4.0,-59.0,2.0
23065,F,Y,Y,0,162000.0,Working,Higher education,Separated,House / apartment,-15652,-3404,1,1,0,Accountants,1.0,-31.0,1.0
23066,F,N,N,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,-14167,-735,0,1,0,Laborers,3.0,-57.0,2.0
23067,M,N,N,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,-9080,-1037,0,0,0,No job,3.0,-6.0,2.0
23068,F,N,Y,0,135000.0,Pensioner,Higher education,Separated,House / apartment,-21943,0,0,0,0,No job,1.0,-40.0,2.0
23069,F,Y,N,0,315000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-13902,-1703,1,0,0,High skill tech staff,2.0,-11.0,2.0
23070,F,N,Y,1,315000.0,Commercial associate,Secondary / secondary special,Separated,Municipal apartment,-18794,-1842,0,1,0,Cleaning staff,2.0,-26.0,2.0
23071,F,N,N,0,166500.0,State servant,Secondary / secondary special,Married,House / apartment,-16416,-4692,0,1,0,Managers,2.0,-33.0,0.0
23072,M,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-11028,-133,1,1,0,Security staff,3.0,-12.0,2.0
23073,M,Y,N,0,202500.0,Working,Secondary / secondary special,Separated,House / apartment,-12286,-4146,0,0,0,No job,1.0,-36.0,0.0
23074,M,Y,Y,0,135000.0,Working,Higher education,Married,House / apartment,-11746,-401,1,1,0,Managers,2.0,-43.0,0.0
23075,F,Y,Y,1,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20661,0,0,1,0,No job,3.0,-56.0,2.0
23076,M,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18103,-3840,0,0,0,Laborers,2.0,-44.0,2.0
23077,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21056,0,0,1,0,No job,1.0,-28.0,2.0
23078,F,N,Y,1,67500.0,Working,Incomplete higher,Married,House / apartment,-13094,-3454,0,0,0,No job,3.0,-16.0,2.0
23079,F,Y,N,0,450000.0,Commercial associate,Higher education,Married,House / apartment,-19783,-5521,1,1,0,Managers,2.0,-54.0,1.0
23080,F,N,Y,0,126000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-19603,0,0,1,1,No job,1.0,-4.0,0.0
23081,F,N,N,1,67500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11306,-2053,0,0,0,Sales staff,3.0,-14.0,1.0
23082,M,Y,Y,1,67500.0,Working,Secondary / secondary special,Married,House / apartment,-15156,-1696,1,0,0,Core staff,3.0,-30.0,2.0
23083,F,N,Y,0,144000.0,Working,Higher education,Single / not married,House / apartment,-13190,-4943,0,0,0,No job,1.0,-33.0,1.0
23084,M,Y,N,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11440,-4663,0,0,0,High skill tech staff,2.0,-23.0,0.0
23085,M,Y,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,-15366,-1266,1,1,0,Drivers,2.0,-38.0,2.0
23086,F,N,Y,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,-15116,-2284,0,0,0,Laborers,3.0,-15.0,2.0
23087,F,Y,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-14000,-2387,0,0,0,Sales staff,2.0,-37.0,2.0
23088,F,Y,N,0,216000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14775,-4327,1,0,0,Medicine staff,2.0,-55.0,2.0
23089,F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-18362,-110,0,0,0,Laborers,2.0,-29.0,2.0
23090,F,N,N,0,121500.0,State servant,Higher education,Married,House / apartment,-22014,-5239,1,0,0,Accountants,2.0,-48.0,2.0
23091,F,N,N,0,90000.0,State servant,Higher education,Married,Rented apartment,-15859,-1536,0,0,0,Core staff,2.0,-59.0,1.0
23092,M,Y,Y,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22731,0,0,1,0,No job,2.0,-58.0,2.0
23093,M,N,Y,0,405000.0,Commercial associate,Higher education,Married,House / apartment,-16367,-2147,0,1,0,Drivers,2.0,0.0,1.0
23094,M,N,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-10450,-1218,0,1,1,Laborers,3.0,-15.0,2.0
23095,F,N,Y,1,247500.0,Working,Secondary / secondary special,Married,House / apartment,-15873,-2315,0,1,0,Managers,3.0,-42.0,0.0
23096,F,Y,Y,0,180000.0,Commercial associate,Higher education,Married,House / apartment,-12953,-306,1,1,0,No job,2.0,-34.0,0.0
23097,F,N,Y,2,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12821,-5657,0,0,0,Laborers,4.0,-38.0,2.0
23098,M,N,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-20298,-3282,0,0,0,Medicine staff,2.0,-14.0,2.0
23099,F,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-12347,-2057,0,0,0,Laborers,2.0,-44.0,2.0
23100,M,Y,N,0,180000.0,Pensioner,Higher education,Married,House / apartment,-22268,0,0,0,1,No job,2.0,-44.0,0.0
23101,M,N,Y,1,405000.0,Commercial associate,Higher education,Married,House / apartment,-11842,-2016,0,0,0,Managers,3.0,-8.0,2.0
23102,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-17143,-5507,0,1,0,No job,2.0,-40.0,2.0
23103,M,N,N,0,315000.0,Working,Secondary / secondary special,Single / not married,Rented apartment,-11981,-703,1,0,0,Drivers,1.0,0.0,1.0
23104,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23225,0,0,0,0,No job,2.0,-43.0,2.0
23105,F,N,Y,0,216000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23113,0,0,0,0,No job,2.0,-32.0,2.0
23106,F,N,Y,0,90000.0,Working,Secondary / secondary special,Separated,House / apartment,-18561,-3565,1,1,0,No job,1.0,-1.0,1.0
23107,M,Y,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22253,0,0,0,0,No job,2.0,-45.0,2.0
23108,F,N,Y,0,225000.0,Working,Higher education,Married,House / apartment,-16202,-2939,1,1,0,Managers,2.0,-17.0,2.0
23109,F,Y,N,0,225000.0,Working,Higher education,Civil marriage,House / apartment,-14438,-2433,0,0,0,Managers,2.0,-52.0,2.0
23110,F,N,Y,0,202500.0,Commercial associate,Higher education,Married,House / apartment,-9663,-218,0,0,0,No job,2.0,-1.0,1.0
23111,F,N,Y,1,135000.0,Commercial associate,Higher education,Separated,House / apartment,-16352,-3772,0,0,0,Accountants,2.0,-3.0,0.0
23112,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-15923,-961,0,0,0,Waiters/barmen staff,2.0,-33.0,2.0
23113,M,Y,Y,0,222750.0,Working,Higher education,Married,House / apartment,-16944,-1324,0,0,0,Drivers,2.0,-6.0,2.0
23114,F,N,Y,0,238500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23171,0,0,0,0,No job,2.0,-6.0,2.0
23115,F,Y,Y,1,247500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-15174,-70,1,1,1,Sales staff,3.0,-19.0,2.0
23116,M,Y,N,0,337500.0,State servant,Higher education,Married,With parents,-10266,-1652,1,1,0,Managers,2.0,-47.0,2.0
23117,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-24970,0,0,0,0,No job,1.0,-34.0,1.0
23118,F,N,Y,0,162000.0,Working,Higher education,Married,House / apartment,-14771,-5921,0,1,0,No job,2.0,-37.0,1.0
23119,F,N,Y,0,423000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-13480,-3153,0,0,0,Private service staff,1.0,-47.0,2.0
23120,F,Y,Y,0,103500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21671,0,0,1,0,No job,2.0,-41.0,1.0
23121,F,Y,Y,3,405000.0,Working,Secondary / secondary special,Married,House / apartment,-13886,-4003,0,0,0,Accountants,5.0,-53.0,2.0
23122,F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16024,-171,0,0,0,Laborers,2.0,-54.0,0.0
23123,M,Y,Y,0,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17887,-567,1,0,0,Drivers,2.0,-18.0,2.0
23124,F,Y,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-14173,-217,0,0,0,Security staff,3.0,-40.0,1.0
23125,M,Y,Y,1,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17317,-285,0,0,0,Drivers,3.0,-9.0,2.0
23126,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24047,0,0,0,0,No job,2.0,-7.0,2.0
23127,F,N,Y,1,108000.0,Working,Secondary / secondary special,Married,House / apartment,-13012,-1342,0,1,0,Sales staff,3.0,-8.0,1.0
23128,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-22362,0,0,0,0,No job,1.0,-3.0,1.0
23129,F,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-14926,-789,0,0,0,Cooking staff,2.0,-45.0,2.0
23130,F,Y,Y,0,279000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21177,0,0,0,0,No job,2.0,0.0,1.0
23131,F,N,Y,0,112500.0,Working,Secondary / secondary special,Widow,House / apartment,-14491,-1955,0,0,0,Sales staff,1.0,-35.0,2.0
23132,F,N,N,1,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-9320,-2257,0,0,0,High skill tech staff,3.0,-25.0,0.0
23133,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22416,0,0,0,0,No job,2.0,-14.0,2.0
23134,F,N,N,0,180000.0,Working,Secondary / secondary special,Single / not married,With parents,-10267,-2593,1,0,0,Sales staff,1.0,-23.0,2.0
23135,F,Y,N,0,117000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-21585,0,0,1,0,No job,2.0,-22.0,2.0
23136,F,N,Y,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,-14060,-261,0,0,0,Medicine staff,3.0,-55.0,2.0
23137,F,N,N,0,157500.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,-20691,0,0,0,0,No job,2.0,-3.0,0.0
23138,M,Y,N,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-18529,-1204,0,0,0,Drivers,1.0,-27.0,2.0
23139,F,N,N,0,270000.0,Working,Higher education,Single / not married,House / apartment,-15611,-2958,0,0,0,Laborers,1.0,-12.0,2.0
23140,F,N,N,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-9529,-999,0,0,0,Laborers,3.0,-6.0,1.0
23141,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22229,0,0,0,0,No job,2.0,-3.0,1.0
23142,F,Y,N,0,315000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-13902,-1703,1,0,0,High skill tech staff,2.0,-28.0,1.0
23143,F,N,N,1,126000.0,State servant,Higher education,Single / not married,House / apartment,-15872,-9019,1,0,0,Managers,2.0,-26.0,1.0
23144,M,Y,Y,1,450000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18173,-678,0,1,1,Core staff,3.0,-7.0,2.0
23145,F,N,N,0,180000.0,Working,Secondary / secondary special,Separated,House / apartment,-13774,-2684,0,0,0,Cooking staff,1.0,-51.0,1.0
23146,M,Y,Y,0,153000.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-18861,-1480,1,1,0,Drivers,2.0,-35.0,2.0
23147,F,N,Y,0,103500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21720,0,0,0,1,No job,1.0,-14.0,2.0
23148,F,N,Y,0,225000.0,State servant,Secondary / secondary special,Married,House / apartment,-16127,-8497,0,1,0,No job,2.0,-31.0,2.0
23149,F,N,Y,0,112500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-12849,-6273,1,0,0,Sales staff,1.0,-38.0,2.0
23150,F,Y,N,0,117000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-21585,0,0,1,0,No job,2.0,-11.0,2.0
23151,F,N,Y,0,193500.0,State servant,Higher education,Married,House / apartment,-11124,-1159,0,0,0,Core staff,2.0,-38.0,2.0
23152,F,Y,N,0,450000.0,Pensioner,Higher education,Married,House / apartment,-19783,-5521,1,1,0,Managers,2.0,-46.0,2.0
23153,M,Y,Y,0,135000.0,Working,Higher education,Married,House / apartment,-9303,-852,0,0,0,Sales staff,2.0,-2.0,1.0
23154,M,N,N,0,126000.0,Commercial associate,Higher education,Married,House / apartment,-10071,-1051,1,1,1,No job,2.0,-20.0,2.0
23155,F,N,N,0,94500.0,Working,Secondary / secondary special,Married,House / apartment,-18713,-3627,1,0,0,No job,2.0,-17.0,2.0
23156,M,Y,N,0,261000.0,State servant,Higher education,Married,Municipal apartment,-11117,-2676,0,0,0,Core staff,2.0,-30.0,2.0
23157,M,Y,Y,1,292500.0,Commercial associate,Higher education,Married,House / apartment,-12569,-3322,0,0,0,No job,3.0,-36.0,1.0
23158,F,N,Y,3,157500.0,Working,Secondary / secondary special,Separated,House / apartment,-10313,-991,0,0,0,Cooking staff,4.0,-12.0,2.0
23159,F,Y,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19921,0,0,1,0,No job,2.0,-49.0,2.0
23160,F,N,Y,1,157500.0,Commercial associate,Higher education,Married,House / apartment,-13673,-2667,0,0,0,Core staff,3.0,-25.0,2.0
23161,F,Y,N,0,144000.0,Commercial associate,Higher education,Married,House / apartment,-16830,-3458,0,0,0,No job,2.0,-34.0,2.0
23162,F,N,Y,0,225000.0,Working,Higher education,Widow,House / apartment,-21861,-10777,0,0,0,Cooking staff,1.0,-13.0,0.0
23163,F,Y,N,0,225000.0,Working,Secondary / secondary special,Widow,House / apartment,-12522,-613,1,0,0,Laborers,1.0,-17.0,1.0
23164,F,N,N,0,234000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17960,-1626,1,0,0,Cleaning staff,1.0,-60.0,1.0
23165,F,N,Y,2,202500.0,Working,Higher education,Married,House / apartment,-13797,-3259,0,1,0,High skill tech staff,4.0,-2.0,1.0
23166,F,Y,Y,1,135000.0,Commercial associate,Higher education,Married,House / apartment,-11278,-2481,0,0,0,No job,3.0,-19.0,2.0
23167,F,N,N,0,148500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-20723,0,0,1,0,No job,1.0,-35.0,2.0
23168,M,N,Y,0,157500.0,Commercial associate,Higher education,Single / not married,House / apartment,-9941,-319,0,0,1,Low-skill Laborers,1.0,-18.0,1.0
23169,M,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-13648,-5840,0,0,0,Laborers,2.0,-21.0,1.0
23170,M,Y,N,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-8655,-1067,0,1,1,Core staff,2.0,-15.0,2.0
23171,F,N,N,0,130500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-15140,-4816,0,1,0,Cleaning staff,2.0,-44.0,2.0
23172,F,N,N,0,157500.0,Commercial associate,Higher education,Married,House / apartment,-16856,-1262,1,1,0,Laborers,2.0,-14.0,2.0
23173,M,N,Y,2,675000.0,State servant,Secondary / secondary special,Married,House / apartment,-14163,-6886,0,1,0,Drivers,4.0,-49.0,1.0
23174,M,Y,N,2,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14781,-2934,1,1,0,Managers,4.0,-7.0,0.0
23175,M,Y,N,0,191700.0,Working,Lower secondary,Married,House / apartment,-15473,-6557,1,1,0,Drivers,2.0,-45.0,2.0
23176,F,N,N,0,45000.0,Working,Secondary / secondary special,Married,House / apartment,-17808,-2849,1,0,0,Sales staff,2.0,-36.0,0.0
23177,F,N,Y,0,247500.0,Working,Secondary / secondary special,Separated,House / apartment,-19348,-3322,1,1,0,Laborers,1.0,-49.0,2.0
23178,M,N,N,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9167,-947,0,0,0,Cooking staff,1.0,-4.0,2.0
23179,F,N,N,0,117000.0,Working,Secondary / secondary special,Married,Municipal apartment,-13494,-1281,0,0,0,Sales staff,2.0,-13.0,2.0
23180,M,N,Y,0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-11264,-563,1,0,1,Drivers,1.0,-21.0,2.0
23181,F,Y,Y,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23390,0,0,0,0,No job,2.0,-53.0,1.0
23182,M,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-15484,-1408,1,1,0,Drivers,2.0,0.0,0.0
23183,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-15035,-1128,0,1,0,Cleaning staff,2.0,-17.0,2.0
23184,M,N,N,0,202500.0,Working,Secondary / secondary special,Separated,House / apartment,-14364,-6352,0,0,0,Laborers,1.0,-49.0,2.0
23185,F,N,N,0,78750.0,Working,Secondary / secondary special,Married,With parents,-12104,-2045,1,0,0,Security staff,2.0,-9.0,2.0
23186,F,N,Y,0,126000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-19591,0,0,1,0,No job,1.0,-22.0,1.0
23187,M,Y,Y,2,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15008,-2977,0,0,0,Laborers,4.0,-16.0,0.0
23188,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22744,0,0,1,0,No job,2.0,-20.0,2.0
23189,M,Y,Y,1,292500.0,Commercial associate,Higher education,Married,House / apartment,-12569,-3322,0,0,0,No job,3.0,-48.0,2.0
23190,F,Y,N,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,-21842,-3869,0,0,0,High skill tech staff,2.0,-12.0,1.0
23191,F,N,Y,2,90000.0,Working,Higher education,Married,House / apartment,-11864,-4513,0,0,0,Drivers,4.0,-33.0,1.0
23192,F,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-10473,-1721,0,1,0,No job,3.0,-42.0,2.0
23193,F,Y,Y,0,742500.0,Pensioner,Higher education,Separated,House / apartment,-21792,0,0,0,0,No job,1.0,-26.0,2.0
23194,F,N,Y,2,81000.0,Working,Secondary / secondary special,Married,House / apartment,-16435,-9745,0,1,0,No job,4.0,-40.0,1.0
23195,M,N,N,2,216000.0,Working,Secondary / secondary special,Married,House / apartment,-14740,-1040,0,1,0,Laborers,4.0,0.0,0.0
23196,M,N,Y,2,450000.0,Commercial associate,Higher education,Married,House / apartment,-12238,-2187,1,1,0,Managers,4.0,-4.0,1.0
23197,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-14065,-786,1,0,0,Laborers,2.0,-26.0,1.0
23198,F,N,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-10989,-135,1,1,0,No job,3.0,-8.0,2.0
23199,F,N,N,0,405000.0,Working,Higher education,Married,House / apartment,-10726,-1921,1,1,0,No job,2.0,-44.0,2.0
23200,F,N,Y,0,261000.0,Working,Secondary / secondary special,Married,House / apartment,-18704,-4585,0,0,0,Medicine staff,2.0,-52.0,2.0
23201,M,Y,Y,0,225000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-8345,-789,0,0,0,Laborers,1.0,-13.0,2.0
23202,M,Y,N,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,-20116,-248,1,0,0,Laborers,2.0,-22.0,2.0
23203,M,N,N,0,270000.0,Commercial associate,Secondary / secondary special,Civil marriage,With parents,-8853,-984,0,0,1,Sales staff,2.0,-24.0,2.0
23204,F,N,Y,0,67500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-21472,-9575,1,0,0,No job,1.0,-35.0,2.0
