,gender,car,reality,income_total,income_type,edu_type,family_type,house_type,work_phone,home_phone,email,occup_type,family_size,begin_month,credit,days_unemployed,income_unemployed,Age,birth_month,birth_week,ages_employed,employ_month,employ_week,ages_unemployed,unemploy_month,unemploy_week,income_family
22447,F,N,Y,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,1,No job,1.0,20,2.0,10185,17.673048600883654,44,9.0,0.0,16,6.0,1.0,27,3.0,3.0,180000.0
22448,F,N,Y,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,No job,3.0,8,2.0,8752,17.995886654478976,28,1.0,0.0,4,9.0,1.0,23,3.0,2.0,52500.0
22449,F,N,Y,112500.0,Pensioner,Higher education,Married,House / apartment,0,0,0,No job,2.0,21,2.0,22062,5.0992657057383735,60,3.0,3.0,0,0.0,0.0,60,3.0,3.0,56250.0
22450,M,N,Y,202500.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,0,1,0,Core staff,2.0,13,2.0,11937,16.964061321940186,34,6.0,1.0,1,4.0,3.0,32,1.0,1.0,101250.0
22451,F,N,N,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Cleaning staff,9.0,26,2.0,12178,12.933158154048284,37,4.0,3.0,4,6.0,3.0,33,9.0,3.0,17500.0
22452,F,N,Y,157500.0,Commercial associate,Higher education,Civil marriage,House / apartment,0,0,0,Accountants,2.0,22,1.0,16714,9.423238004068446,48,5.0,2.0,2,0.0,3.0,45,5.0,3.0,78750.0
22453,F,N,N,45000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,No job,3.0,26,1.0,8342,5.394389834572045,33,2.0,2.0,10,0.0,3.0,22,2.0,3.0,15000.0
22454,F,N,Y,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,No job,2.0,32,1.0,21656,8.311784263021796,59,1.0,1.0,0,0.0,0.0,59,1.0,1.0,90000.0
22455,M,Y,N,180000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Drivers,2.0,13,2.0,16813,10.70600130851127,47,2.0,2.0,1,5.0,0.0,46,8.0,1.0,90000.0
22456,F,Y,Y,180000.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,Managers,2.0,33,2.0,8506,21.16153303550435,27,4.0,3.0,4,8.0,3.0,23,7.0,3.0,90000.0
22457,F,N,N,90000.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Laborers,2.0,24,1.0,12472,7.216164207825529,44,5.0,2.0,10,10.0,1.0,34,7.0,1.0,45000.0
22458,M,Y,Y,202500.0,Working,Incomplete higher,Married,House / apartment,0,1,0,Security staff,2.0,12,2.0,16385,12.35886481537992,47,10.0,3.0,2,4.0,2.0,44,6.0,0.0,101250.0
22459,F,N,N,180000.0,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,4.0,41,2.0,11893,15.134953333893888,37,10.0,3.0,4,10.0,0.0,32,0.0,3.0,45000.0
22460,F,Y,Y,121500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Sales staff,4.0,28,2.0,13747,8.838291990979851,39,8.0,0.0,1,5.0,0.0,37,2.0,3.0,30375.0
22461,F,N,Y,167400.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,No job,2.0,0,1.0,19028,8.797561488332983,52,10.0,2.0,0,0.0,0.0,52,10.0,2.0,83700.0
22462,M,Y,N,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2.0,29,2.0,15278,14.727058515512502,48,4.0,1.0,6,10.0,2.0,41,5.0,2.0,112500.0
22463,F,N,Y,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,1,0,Private service staff,3.0,4,2.0,8209,10.96357656230966,27,3.0,1.0,5,5.0,0.0,22,9.0,0.0,30000.0
22464,F,N,Y,90000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,No job,2.0,17,1.0,16750,5.373134328358209,54,3.0,2.0,8,8.0,1.0,45,6.0,0.0,45000.0
22465,M,Y,N,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,Laborers,4.0,25,2.0,8858,20.320614134116052,33,3.0,3.0,9,8.0,1.0,24,7.0,1.0,45000.0
22466,M,N,N,247500.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Laborers,1.0,3,1.0,8208,30.153508771929825,22,2.0,3.0,0,4.0,3.0,22,9.0,0.0,247500.0
22467,F,N,N,135000.0,Commercial associate,Higher education,Separated,House / apartment,0,1,1,HR staff,1.0,40,2.0,6890,19.593613933236576,32,6.0,1.0,13,4.0,0.0,18,1.0,0.0,135000.0
22468,F,N,Y,135000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,0,0,No job,1.0,37,2.0,13003,10.382219487810506,36,2.0,0.0,1,0.0,2.0,35,1.0,1.0,135000.0
22469,F,N,N,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,No job,2.0,33,2.0,21365,6.318745611982214,58,4.0,0.0,0,0.0,0.0,58,4.0,0.0,67500.0
22470,M,Y,Y,180000.0,Working,Higher education,Married,With parents,1,0,0,Laborers,3.0,21,2.0,10237,17.583276350493307,32,1.0,2.0,4,8.0,0.0,28,5.0,2.0,60000.0
22471,M,N,Y,180000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,1,Sales staff,2.0,23,2.0,8644,20.82369273484498,27,10.0,3.0,3,10.0,0.0,23,0.0,2.0,90000.0
22472,F,Y,Y,135000.0,Working,Secondary / secondary special,Married,With parents,0,0,0,Core staff,2.0,4,1.0,8675,15.561959654178674,41,0.0,1.0,17,11.0,2.0,23,1.0,3.0,67500.0
22473,F,N,N,162000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,High skill tech staff,2.0,4,1.0,15277,10.604176212607188,46,0.0,1.0,4,6.0,3.0,41,5.0,2.0,81000.0
22474,M,Y,Y,315000.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,High skill tech staff,3.0,31,2.0,16878,18.66334873800213,47,3.0,1.0,1,4.0,2.0,46,10.0,3.0,105000.0
22475,F,N,Y,225000.0,Working,Secondary / secondary special,Married,Office apartment,1,1,0,No job,2.0,1,1.0,15157,14.844626245299201,52,11.0,3.0,10,10.0,2.0,41,1.0,1.0,112500.0
22476,F,N,Y,202500.0,Working,Secondary / secondary special,Separated,House / apartment,0,0,0,Laborers,1.0,6,2.0,14227,14.233499683700007,42,7.0,2.0,3,0.0,2.0,38,6.0,0.0,202500.0
22477,F,N,Y,121500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,No job,2.0,11,1.0,9891,12.283894449499545,27,1.0,2.0,0,7.0,1.0,27,5.0,1.0,60750.0
22478,F,N,Y,261000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,High skill tech staff,6.0,41,1.0,10887,23.973546431523836,34,7.0,2.0,4,4.0,2.0,29,2.0,3.0,43500.0
22479,F,N,Y,202500.0,Pensioner,Lower secondary,Single / not married,House / apartment,0,0,0,No job,1.0,17,2.0,21304,9.505257228689448,58,2.0,3.0,0,0.0,0.0,58,2.0,3.0,202500.0
22480,F,Y,N,180000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,0,0,0,Core staff,1.0,38,2.0,8561,21.0255811237005,42,7.0,1.0,18,10.0,2.0,23,9.0,3.0,180000.0
22481,F,N,N,180000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,No job,2.0,37,2.0,18906,9.52078705172961,63,10.0,0.0,12,4.0,3.0,51,6.0,0.0,90000.0
22482,M,Y,Y,468000.0,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2.0,41,1.0,11770,39.762107051826675,40,4.0,2.0,8,7.0,1.0,32,8.0,1.0,234000.0
22483,F,N,Y,121500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Cooking staff,3.0,6,2.0,12183,9.972913075597143,36,5.0,2.0,3,7.0,2.0,33,10.0,0.0,40500.0
22484,M,Y,Y,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,1,Laborers,2.0,51,2.0,11012,24.518706865237924,39,0.0,1.0,9,4.0,0.0,30,7.0,1.0,135000.0
22485,F,N,Y,135000.0,Working,Higher education,Civil marriage,House / apartment,0,0,1,Core staff,3.0,5,2.0,9499,14.212022318138752,26,2.0,2.0,0,9.0,1.0,26,4.0,1.0,45000.0
22486,M,Y,Y,315000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Managers,2.0,11,2.0,17062,18.462079474856406,49,7.0,1.0,3,2.0,0.0,46,4.0,1.0,157500.0
22487,M,N,Y,63000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0,0,0,No job,1.0,19,0.0,20689,3.045096428053555,56,5.0,3.0,0,0.0,0.0,56,5.0,3.0,63000.0
22488,F,Y,Y,315000.0,State servant,Higher education,Widow,House / apartment,0,1,1,No job,2.0,57,2.0,17808,17.68867924528302,49,7.0,0.0,1,2.0,0.0,48,5.0,0.0,157500.0
22489,F,N,Y,225000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0,0,0,No job,1.0,25,2.0,22976,9.79282729805014,62,9.0,2.0,0,0.0,0.0,62,9.0,2.0,225000.0
22490,F,N,Y,252000.0,State servant,Higher education,Single / not married,House / apartment,0,0,1,Core staff,2.0,19,1.0,13589,18.544410920597542,43,4.0,2.0,6,7.0,1.0,37,8.0,1.0,126000.0
22491,M,N,N,130500.0,Working,Secondary / secondary special,Single / not married,With parents,0,0,0,Laborers,1.0,24,2.0,8369,15.593260843589437,32,11.0,0.0,9,8.0,0.0,22,2.0,3.0,130500.0
22492,M,N,Y,180000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Laborers,4.0,13,2.0,9146,19.68073474743057,29,6.0,0.0,4,1.0,1.0,25,4.0,2.0,45000.0
22493,F,N,Y,112500.0,Pensioner,Higher education,Married,House / apartment,0,0,0,No job,2.0,35,2.0,22062,5.0992657057383735,60,3.0,3.0,0,0.0,0.0,60,3.0,3.0,56250.0
22494,F,N,Y,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,No job,2.0,46,1.0,21322,5.276240502767095,58,2.0,2.0,0,0.0,0.0,58,2.0,2.0,56250.0
22495,F,N,Y,157500.0,State servant,Higher education,Married,House / apartment,1,1,0,Core staff,2.0,27,2.0,19940,7.898696088264795,55,0.0,0.0,0,7.0,3.0,54,4.0,0.0,78750.0
22496,M,N,Y,202500.0,Commercial associate,Higher education,Married,House / apartment,0,0,1,No job,2.0,26,2.0,11129,18.19570491508671,31,0.0,0.0,1,1.0,2.0,30,10.0,1.0,101250.0
22497,F,N,Y,279000.0,State servant,Higher education,Single / not married,House / apartment,0,0,1,Managers,1.0,10,2.0,10474,26.63738781745274,30,9.0,0.0,1,8.0,0.0,28,1.0,0.0,279000.0
22498,M,Y,Y,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,No job,3.0,32,0.0,9351,19.249278152069298,41,0.0,1.0,15,0.0,1.0,25,11.0,3.0,60000.0
22499,M,Y,N,171000.0,Working,Higher education,Married,With parents,0,0,0,No job,3.0,16,2.0,13857,12.340333405499026,42,10.0,2.0,4,4.0,3.0,37,5.0,3.0,57000.0
22500,F,N,N,148500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Managers,3.0,16,0.0,11017,13.47916855768358,31,7.0,2.0,1,0.0,0.0,30,7.0,1.0,49500.0
22501,M,Y,N,202500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Drivers,2.0,29,0.0,17232,11.751392757660167,53,10.0,3.0,5,0.0,1.0,47,10.0,1.0,101250.0
22502,F,N,N,144000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,0,Core staff,1.0,26,2.0,9588,15.018773466833542,46,11.0,2.0,20,3.0,0.0,26,7.0,1.0,144000.0
22503,M,Y,N,119250.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,0,1,Drivers,2.0,6,0.0,16897,7.057465822335326,48,8.0,2.0,1,9.0,0.0,46,11.0,1.0,59625.0
22504,M,N,N,112500.0,Working,Secondary / secondary special,Married,Rented apartment,1,0,0,Laborers,4.0,14,2.0,13163,8.546683886651978,39,11.0,2.0,3,4.0,1.0,36,6.0,0.0,28125.0
22505,F,N,N,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,Laborers,2.0,38,1.0,15536,5.792996910401648,48,9.0,3.0,5,7.0,3.0,42,1.0,3.0,45000.0
22506,M,Y,N,315000.0,Commercial associate,Secondary / secondary special,Single / not married,With parents,0,0,0,Sales staff,1.0,43,2.0,10280,30.642023346303503,32,6.0,1.0,3,11.0,0.0,28,6.0,0.0,315000.0
22507,F,N,Y,94500.0,Pensioner,Higher education,Single / not married,House / apartment,0,0,0,No job,1.0,27,1.0,22481,4.203549664160847,61,5.0,3.0,0,0.0,0.0,61,5.0,3.0,94500.0
22508,F,N,N,47250.0,Working,Secondary / secondary special,Married,With parents,1,0,0,Laborers,4.0,0,1.0,11333,4.169240271772699,31,4.0,0.0,0,10.0,1.0,31,5.0,3.0,11812.5
22509,M,Y,N,315000.0,Commercial associate,Higher education,Married,With parents,1,1,0,High skill tech staff,3.0,33,2.0,10973,28.70682584525654,32,5.0,1.0,1,11.0,2.0,30,5.0,3.0,105000.0
22510,M,Y,Y,252000.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,Drivers,2.0,52,0.0,11114,22.67410473276948,37,3.0,2.0,7,5.0,3.0,30,10.0,3.0,126000.0
22511,F,N,Y,315000.0,Commercial associate,Higher education,Separated,House / apartment,1,1,0,Accountants,1.0,25,2.0,15372,20.491803278688526,48,3.0,0.0,6,7.0,0.0,42,8.0,0.0,315000.0
22512,M,Y,Y,225000.0,Working,Secondary / secondary special,Separated,House / apartment,0,0,0,Drivers,15.0,43,2.0,16065,14.005602240896359,48,3.0,0.0,4,8.0,1.0,44,7.0,3.0,15000.0
22513,F,N,Y,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Core staff,2.0,40,0.0,11801,11.439708499279723,34,6.0,2.0,1,9.0,0.0,32,9.0,1.0,67500.0
22514,F,N,Y,67500.0,Working,Secondary / secondary special,Separated,House / apartment,1,1,0,Accountants,2.0,8,0.0,9039,7.467640225688682,30,10.0,1.0,5,9.0,2.0,24,1.0,3.0,33750.0
22515,F,Y,Y,720000.0,Commercial associate,Higher education,Separated,House / apartment,1,1,0,Managers,1.0,50,2.0,15977,45.06478062214433,56,9.0,2.0,13,4.0,3.0,43,4.0,2.0,720000.0
22516,F,N,Y,247500.0,Commercial associate,Higher education,Separated,Rented apartment,0,0,0,Core staff,1.0,48,1.0,15669,15.795519816197588,46,3.0,2.0,3,8.0,0.0,42,6.0,2.0,247500.0
22517,M,N,Y,202500.0,Commercial associate,Higher education,Separated,House / apartment,0,1,0,No job,1.0,5,2.0,15202,13.320615708459414,43,11.0,1.0,1,8.0,1.0,41,2.0,3.0,202500.0
22518,F,N,Y,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,No job,2.0,55,2.0,21432,4.1993281075028,58,6.0,1.0,0,0.0,0.0,58,6.0,1.0,45000.0
22519,F,N,Y,157500.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,0,0,0,No job,1.0,19,1.0,17588,8.954969297248123,53,1.0,2.0,5,3.0,2.0,48,10.0,0.0,157500.0
22520,M,Y,Y,247500.0,Working,Higher education,Married,House / apartment,0,0,0,Sales staff,3.0,10,0.0,9193,26.922658544544763,25,2.0,2.0,0,7.0,1.0,25,6.0,1.0,82500.0
22521,F,N,Y,112500.0,Working,Secondary / secondary special,Separated,House / apartment,0,0,0,No job,4.0,48,2.0,9756,11.531365313653136,34,11.0,3.0,7,10.0,1.0,26,1.0,1.0,28125.0
22522,F,N,N,202500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Sales staff,4.0,29,2.0,10726,18.879358567965692,36,4.0,0.0,7,6.0,0.0,29,9.0,0.0,50625.0
22523,M,Y,Y,360000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,No job,2.0,23,1.0,14010,25.69593147751606,38,11.0,1.0,0,0.0,0.0,38,11.0,1.0,180000.0
22524,M,Y,Y,99000.0,Working,Secondary / secondary special,Married,Rented apartment,0,0,0,Managers,2.0,14,2.0,8397,11.789924973204716,27,6.0,2.0,4,3.0,2.0,23,3.0,3.0,49500.0
22525,F,Y,Y,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Core staff,2.0,42,2.0,14319,10.999371464487744,45,5.0,3.0,6,7.0,1.0,39,9.0,1.0,78750.0
22526,F,N,Y,157500.0,Commercial associate,Secondary / secondary special,Separated,With parents,0,0,0,No job,1.0,20,2.0,19264,8.175872093023257,53,2.0,1.0,0,8.0,1.0,52,6.0,0.0,157500.0
22527,F,N,Y,247500.0,Commercial associate,Incomplete higher,Married,House / apartment,0,0,1,No job,5.0,3,1.0,9892,25.020218358269307,33,7.0,0.0,6,1.0,3.0,27,5.0,1.0,49500.0
22528,F,N,Y,121500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,1,0,No job,3.0,33,1.0,18797,6.463797414481034,51,2.0,1.0,0,0.0,0.0,51,2.0,1.0,40500.0
22529,F,N,Y,157500.0,Working,Higher education,Single / not married,House / apartment,0,0,0,High skill tech staff,1.0,4,1.0,10992,14.328602620087336,31,11.0,0.0,1,5.0,2.0,30,6.0,2.0,157500.0
22530,F,Y,Y,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Managers,3.0,35,0.0,6738,23.374888691006234,34,8.0,1.0,15,0.0,3.0,18,8.0,2.0,52500.0
22531,F,N,Y,270000.0,State servant,Higher education,Single / not married,House / apartment,0,0,0,High skill tech staff,1.0,26,2.0,16619,16.24646488958421,46,1.0,2.0,0,11.0,0.0,45,1.0,2.0,270000.0
22532,F,N,N,67500.0,State servant,Secondary / secondary special,Married,Co-op apartment,0,0,0,High skill tech staff,2.0,43,2.0,10750,6.27906976744186,49,7.0,3.0,20,9.0,3.0,29,10.0,3.0,33750.0
22533,F,Y,Y,225000.0,Working,Higher education,Married,House / apartment,0,0,0,Core staff,2.0,2,1.0,8605,26.147588611272514,33,2.0,0.0,10,3.0,3.0,23,10.0,1.0,112500.0
22534,F,N,Y,112500.0,Commercial associate,Higher education,Married,Municipal apartment,1,0,1,Sales staff,2.0,8,2.0,11650,9.656652360515022,40,7.0,2.0,8,3.0,2.0,31,4.0,0.0,56250.0
22535,F,N,Y,292500.0,Working,Higher education,Married,House / apartment,0,0,0,Core staff,2.0,26,2.0,16295,17.950291500460263,57,7.0,3.0,13,4.0,0.0,44,3.0,3.0,146250.0
22536,M,N,Y,90000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,Sales staff,3.0,19,2.0,13229,6.803235316350443,39,11.0,3.0,3,2.0,2.0,36,8.0,1.0,30000.0
22537,F,N,Y,40500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Cleaning staff,2.0,29,1.0,7793,5.196971641216476,34,4.0,2.0,13,8.0,1.0,21,7.0,1.0,20250.0
22538,F,Y,Y,315000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,0,1,1,Laborers,1.0,6,0.0,15163,20.774253116137967,49,6.0,1.0,8,4.0,3.0,41,1.0,2.0,315000.0
22539,M,Y,Y,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,No job,2.0,46,1.0,19987,5.62865862810827,54,6.0,3.0,0,0.0,0.0,54,6.0,3.0,56250.0
22540,M,Y,Y,67500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,No job,2.0,23,1.0,22981,2.937208998738088,62,10.0,3.0,0,0.0,0.0,62,10.0,3.0,33750.0
22541,M,Y,Y,180000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0,0,0,No job,1.0,26,2.0,22426,8.026397930972978,61,3.0,3.0,0,0.0,0.0,61,3.0,3.0,180000.0
22542,F,N,Y,135000.0,Working,Higher education,Married,House / apartment,0,0,0,Laborers,2.0,6,0.0,11671,11.567132208037014,36,11.0,3.0,4,6.0,0.0,31,5.0,3.0,67500.0
22543,F,N,N,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,No job,2.0,25,2.0,19252,5.843548722210679,55,10.0,0.0,2,4.0,2.0,52,5.0,2.0,56250.0
22544,F,N,Y,81000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,1,0,No job,2.0,9,0.0,21847,3.7076028745365495,59,8.0,1.0,0,0.0,0.0,59,8.0,1.0,40500.0
22545,M,Y,Y,112500.0,State servant,Secondary / secondary special,Married,House / apartment,0,1,0,Drivers,2.0,58,0.0,18493,6.0833829016384575,57,11.0,2.0,6,7.0,0.0,50,4.0,1.0,56250.0
22546,M,Y,Y,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,1,0,Cooking staff,2.0,2,1.0,15836,12.787320030310685,48,7.0,2.0,5,7.0,3.0,43,11.0,2.0,101250.0
22547,M,N,Y,270000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Security staff,4.0,52,2.0,8880,30.405405405405407,34,8.0,0.0,9,0.0,3.0,24,8.0,0.0,67500.0
22548,F,N,Y,67500.0,Pensioner,Lower secondary,Single / not married,House / apartment,0,0,0,No job,1.0,22,2.0,22145,3.048092120117408,60,6.0,3.0,0,0.0,0.0,60,6.0,3.0,67500.0
22549,F,N,Y,130500.0,Pensioner,Higher education,Civil marriage,House / apartment,0,0,0,No job,2.0,38,1.0,21461,6.080797726107823,58,7.0,1.0,0,0.0,0.0,58,7.0,1.0,65250.0
22550,M,Y,N,202500.0,Working,Incomplete higher,Married,House / apartment,1,0,0,Drivers,3.0,39,2.0,11514,17.587285044293903,32,7.0,1.0,0,7.0,1.0,31,11.0,0.0,67500.0
22551,F,N,N,134419.5,Commercial associate,Higher education,Single / not married,House / apartment,1,0,0,No job,1.0,51,2.0,9946,13.514930625377035,28,8.0,1.0,1,1.0,0.0,27,7.0,0.0,134419.5
22552,F,N,N,90000.0,Working,Secondary / secondary special,Separated,House / apartment,0,0,0,Laborers,1.0,34,2.0,8898,10.114632501685772,51,1.0,0.0,27,4.0,1.0,24,8.0,3.0,90000.0
22553,M,N,Y,99000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Laborers,2.0,12,2.0,14370,6.8893528183716075,51,8.0,3.0,12,9.0,2.0,39,11.0,0.0,49500.0
22554,F,N,Y,270000.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,1,1,1,Core staff,1.0,8,2.0,13035,20.713463751438436,36,10.0,3.0,0,7.0,1.0,35,2.0,2.0,270000.0
22555,F,N,Y,198000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,No job,3.0,2,1.0,18490,10.708491076257436,50,4.0,1.0,0,0.0,0.0,50,4.0,1.0,66000.0
22556,M,Y,Y,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2.0,51,2.0,18533,10.926455511789781,58,8.0,3.0,8,2.0,3.0,50,5.0,3.0,101250.0
22557,F,N,Y,193500.0,Pensioner,Incomplete higher,Widow,House / apartment,0,0,0,No job,1.0,10,1.0,24295,7.964601769911504,66,5.0,2.0,0,0.0,0.0,66,5.0,2.0,193500.0
22558,F,N,Y,110250.0,State servant,Secondary / secondary special,Married,House / apartment,0,0,1,No job,2.0,16,1.0,15379,7.1688666363222575,48,4.0,0.0,6,8.0,3.0,42,8.0,1.0,55125.0
22559,F,N,Y,225000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,1,0,No job,2.0,57,2.0,22523,9.98978821648981,61,6.0,1.0,0,0.0,0.0,61,6.0,1.0,112500.0
22560,F,N,Y,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,Sales staff,4.0,31,1.0,11134,10.10418537812107,37,7.0,0.0,6,8.0,1.0,30,11.0,2.0,28125.0
22561,F,N,N,112500.0,Commercial associate,Higher education,Married,With parents,0,0,0,Accountants,2.0,35,1.0,18182,6.187438125618744,54,9.0,1.0,4,3.0,3.0,49,6.0,1.0,56250.0
22562,F,N,Y,67500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,No job,2.0,32,2.0,14110,4.78384124734231,49,6.0,0.0,11,4.0,1.0,38,2.0,3.0,33750.0
22563,M,Y,Y,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Laborers,2.0,5,1.0,11367,11.876484560570072,52,3.0,2.0,21,8.0,2.0,31,6.0,3.0,67500.0
22564,F,N,N,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Core staff,3.0,18,2.0,12893,10.470798107500194,41,4.0,1.0,6,7.0,3.0,35,9.0,1.0,45000.0
22565,M,N,Y,270000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Drivers,2.0,51,2.0,17502,15.426808364758314,54,11.0,2.0,6,4.0,2.0,47,7.0,0.0,135000.0
22566,M,Y,N,112500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Drivers,2.0,30,2.0,18787,5.988183318251982,55,5.0,0.0,4,3.0,0.0,51,2.0,3.0,56250.0
22567,F,Y,Y,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Sales staff,2.0,19,1.0,13245,18.68629671574179,40,8.0,3.0,3,11.0,3.0,36,9.0,0.0,123750.0
22568,M,Y,Y,315000.0,Working,Higher education,Married,House / apartment,0,1,0,No job,4.0,17,2.0,10971,28.712059064807217,34,6.0,0.0,4,0.0,1.0,30,5.0,3.0,78750.0
22569,F,Y,Y,360000.0,Pensioner,Higher education,Married,House / apartment,0,1,0,No job,2.0,29,2.0,21269,16.926042597207203,58,0.0,2.0,0,0.0,0.0,58,0.0,2.0,180000.0
22570,F,Y,N,45000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,No job,2.0,15,2.0,8927,5.040887196146522,47,3.0,1.0,23,5.0,2.0,24,9.0,3.0,22500.0
22571,F,N,N,270000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Drivers,2.0,39,2.0,9513,28.38221381267739,50,10.0,3.0,24,5.0,0.0,26,5.0,3.0,135000.0
22572,F,Y,N,81000.0,Working,Higher education,Married,House / apartment,1,0,0,Sales staff,4.0,47,1.0,9341,8.671448453056417,33,3.0,1.0,8,4.0,3.0,25,11.0,2.0,20250.0
22573,F,N,Y,67500.0,Working,Secondary / secondary special,Widow,House / apartment,1,1,0,No job,1.0,30,2.0,15452,4.368366554491328,56,10.0,2.0,13,11.0,2.0,42,11.0,3.0,67500.0
22574,M,Y,N,135000.0,State servant,Secondary / secondary special,Married,House / apartment,1,1,0,Core staff,4.0,52,2.0,7480,18.048128342245988,38,11.0,1.0,17,2.0,0.0,20,9.0,0.0,33750.0
22575,M,Y,Y,180000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Drivers,3.0,28,1.0,11724,15.353121801432959,36,3.0,3.0,4,9.0,0.0,32,6.0,2.0,60000.0
22576,M,N,N,279000.0,State servant,Higher education,Single / not married,House / apartment,0,0,0,Core staff,1.0,48,2.0,7868,35.460091509913575,30,8.0,1.0,8,9.0,1.0,21,10.0,0.0,279000.0
22577,M,Y,N,270000.0,Working,Higher education,Married,Rented apartment,0,1,0,Laborers,3.0,16,2.0,10614,25.438100621820237,29,0.0,1.0,0,6.0,1.0,29,5.0,0.0,90000.0
22578,M,Y,N,126000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Laborers,2.0,15,2.0,19868,6.341856251258305,55,10.0,1.0,0,8.0,3.0,54,2.0,2.0,63000.0
