,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,days_birth,days_employed,work_phone,home_phone,email,occup_type,family_size,begin_month,credit,CODE
17454,F,Y,Y,0,202500.0,Working,Higher education,Widow,House / apartment,11998,1497,0,0,0,Managers,1.0,46,2.0,F-11998202500.0Working
17455,M,Y,Y,0,261000.0,Working,Incomplete higher,Married,House / apartment,15936,1508,0,1,0,Managers,2.0,31,1.0,M-15936261000.0Working
17456,M,N,Y,2,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,13037,200,0,0,0,Laborers,4.0,17,2.0,M-13037135000.0Commercial associate
17457,F,Y,Y,0,175500.0,Working,Secondary / secondary special,Married,House / apartment,18053,3141,0,0,0,Sales staff,2.0,17,0.0,F-18053175500.0Working
17458,F,N,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,11598,2330,0,0,0,No job,3.0,16,2.0,F-11598135000.0Working
17459,F,N,Y,0,225000.0,Commercial associate,Incomplete higher,Civil marriage,House / apartment,8425,94,0,1,0,Sales staff,2.0,14,2.0,F-8425225000.0Commercial associate
17460,F,N,Y,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,21215,808,0,0,0,Medicine staff,2.0,12,1.0,F-21215112500.0State servant
17461,F,N,Y,0,292500.0,Working,Higher education,Civil marriage,House / apartment,12554,5326,0,0,1,Managers,2.0,42,2.0,F-12554292500.0Working
17462,F,N,Y,0,193500.0,Pensioner,Incomplete higher,Widow,House / apartment,24295,0,0,0,0,No job,1.0,24,1.0,F-24295193500.0Pensioner
17463,F,N,Y,1,119250.0,Working,Secondary / secondary special,Married,House / apartment,15931,4404,1,1,0,Core staff,3.0,23,1.0,F-15931119250.0Working
17464,F,N,Y,0,180000.0,State servant,Higher education,Civil marriage,House / apartment,16490,2750,0,1,0,High skill tech staff,2.0,30,2.0,F-16490180000.0State servant
17465,M,Y,Y,0,180000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,23289,0,0,1,0,No job,2.0,49,2.0,M-23289180000.0Pensioner
17466,F,N,Y,1,135000.0,Commercial associate,Higher education,Married,House / apartment,9778,2910,1,0,1,Core staff,3.0,46,1.0,F-9778135000.0Commercial associate
17467,F,Y,Y,0,225000.0,Pensioner,Higher education,Married,House / apartment,22964,0,0,0,0,No job,2.0,25,2.0,F-22964225000.0Pensioner
17468,M,Y,N,1,225000.0,Commercial associate,Higher education,Married,With parents,12537,3760,1,0,0,High skill tech staff,3.0,22,2.0,M-12537225000.0Commercial associate
17469,M,Y,Y,2,135000.0,Working,Higher education,Married,House / apartment,11564,2944,0,0,1,Managers,4.0,42,1.0,M-11564135000.0Working
17470,F,N,N,1,112500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,13436,2452,0,0,0,High skill tech staff,2.0,1,1.0,F-13436112500.0Commercial associate
17471,M,Y,Y,4,292500.0,Working,Secondary / secondary special,Married,House / apartment,14150,401,0,0,0,Laborers,6.0,24,2.0,M-14150292500.0Working
17472,M,Y,Y,1,450000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,18173,678,0,1,1,Core staff,3.0,29,2.0,M-18173450000.0Commercial associate
17473,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,22062,0,0,1,0,No job,1.0,38,2.0,F-2206290000.0Pensioner
17474,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,23770,0,0,0,0,No job,2.0,38,2.0,F-23770180000.0Pensioner
17475,F,N,Y,0,90000.0,State servant,Secondary / secondary special,Widow,House / apartment,17681,4369,0,0,0,Medicine staff,1.0,38,2.0,F-1768190000.0State servant
17476,F,N,N,0,135000.0,State servant,Higher education,Married,House / apartment,12490,1191,1,1,0,Core staff,2.0,2,0.0,F-12490135000.0State servant
17477,M,Y,Y,0,202500.0,Working,Secondary / secondary special,Single / not married,House / apartment,13443,2520,0,1,1,Managers,1.0,37,1.0,M-13443202500.0Working
17478,F,N,N,0,90000.0,Working,Higher education,Married,House / apartment,12406,1497,0,0,0,Managers,2.0,52,2.0,F-1240690000.0Working
17479,M,Y,N,0,157500.0,Working,Secondary / secondary special,Married,Rented apartment,12374,307,1,1,0,Core staff,2.0,32,2.0,M-12374157500.0Working
17480,M,Y,Y,0,139500.0,Commercial associate,Higher education,Married,House / apartment,8723,263,1,0,0,Managers,2.0,18,2.0,M-8723139500.0Commercial associate
17481,M,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,11382,2468,1,1,0,Drivers,2.0,17,2.0,M-11382157500.0Working
17482,M,Y,N,2,337500.0,Working,Higher education,Single / not married,House / apartment,11810,1662,1,0,0,No job,4.0,41,2.0,M-11810337500.0Working
17483,M,Y,N,0,157500.0,Working,Incomplete higher,Married,With parents,10611,982,0,1,0,Drivers,2.0,24,2.0,M-10611157500.0Working
17484,F,Y,Y,2,90000.0,Working,Higher education,Married,House / apartment,13156,4234,0,0,0,Accountants,4.0,8,2.0,F-1315690000.0Working
17485,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,24665,0,0,0,0,No job,2.0,21,2.0,F-2466590000.0Pensioner
17486,F,N,N,0,112500.0,Working,Secondary / secondary special,Married,With parents,19723,1191,0,1,0,No job,2.0,14,1.0,F-19723112500.0Working
17487,F,Y,N,0,328500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,12691,2000,0,0,0,Realty agents,2.0,46,0.0,F-12691328500.0Commercial associate
17488,M,Y,Y,0,135000.0,Working,Higher education,Married,House / apartment,9303,852,0,0,0,Sales staff,2.0,4,0.0,M-9303135000.0Working
17489,F,N,Y,1,225000.0,Working,Higher education,Married,House / apartment,13071,1344,0,0,0,Sales staff,3.0,26,2.0,F-13071225000.0Working
17490,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,11905,2470,0,1,1,Cooking staff,2.0,52,1.0,F-11905135000.0Working
17491,F,N,Y,1,67500.0,Working,Higher education,Married,House / apartment,12774,517,0,0,0,High skill tech staff,3.0,11,1.0,F-1277467500.0Working
17492,F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,22120,0,0,0,0,No job,1.0,55,0.0,F-22120112500.0Pensioner
17493,M,N,Y,0,382500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,21673,0,0,0,0,No job,1.0,16,1.0,M-21673382500.0Pensioner
17494,F,N,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,11875,2568,1,0,0,Laborers,4.0,25,2.0,F-11875112500.0Working
17495,F,N,Y,0,135000.0,Commercial associate,Higher education,Single / not married,House / apartment,10153,483,0,0,0,Managers,1.0,27,2.0,F-10153135000.0Commercial associate
17496,M,Y,Y,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,22448,0,0,0,0,No job,2.0,49,0.0,M-22448202500.0Pensioner
17497,M,Y,N,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,12260,896,0,0,0,Core staff,1.0,22,2.0,M-12260135000.0Working
17498,F,Y,Y,1,112500.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,12896,709,0,0,0,No job,2.0,27,2.0,F-12896112500.0Commercial associate
17499,M,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,13867,3095,0,0,0,Laborers,3.0,47,2.0,M-13867157500.0Working
17500,F,N,N,0,90000.0,Working,Higher education,Separated,House / apartment,21887,1526,0,0,0,Core staff,1.0,44,2.0,F-2188790000.0Working
17501,M,N,N,0,90000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,12576,3345,0,0,0,Security staff,2.0,7,2.0,M-1257690000.0Working
17502,F,N,Y,0,180000.0,Working,Higher education,Widow,House / apartment,23035,2134,0,0,0,Secretaries,1.0,38,1.0,F-23035180000.0Working
17503,F,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,14523,3420,0,0,0,Core staff,2.0,20,2.0,F-14523202500.0Working
17504,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,22094,0,0,0,0,No job,1.0,15,2.0,F-22094135000.0Pensioner
17505,F,N,Y,0,180000.0,State servant,Secondary / secondary special,Married,House / apartment,14842,8011,0,0,0,Managers,2.0,49,0.0,F-14842180000.0State servant
17506,M,N,Y,1,180000.0,Working,Secondary / secondary special,Separated,House / apartment,16464,907,0,0,0,Drivers,2.0,23,2.0,M-16464180000.0Working
17507,M,N,Y,0,99000.0,Pensioner,Secondary / secondary special,Married,House / apartment,21146,0,0,1,1,No job,2.0,17,2.0,M-2114699000.0Pensioner
17508,F,N,Y,0,148500.0,Pensioner,Secondary / secondary special,Married,House / apartment,24164,0,0,1,0,No job,2.0,51,2.0,F-24164148500.0Pensioner
17509,F,N,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,12974,2379,0,0,0,Laborers,4.0,5,2.0,F-12974112500.0Working
17510,F,N,Y,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,16677,9482,0,0,0,Core staff,1.0,10,2.0,F-16677180000.0Working
17511,F,Y,Y,0,76500.0,Pensioner,Secondary / secondary special,Married,House / apartment,21622,0,0,0,0,No job,2.0,21,2.0,F-2162276500.0Pensioner
17512,F,N,Y,0,450000.0,Working,Higher education,Civil marriage,House / apartment,16135,5208,0,0,0,Managers,2.0,25,1.0,F-16135450000.0Working
17513,M,Y,N,2,135000.0,State servant,Secondary / secondary special,Married,House / apartment,14038,6558,1,1,0,Core staff,4.0,11,2.0,M-14038135000.0State servant
17514,F,N,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,16415,3054,0,0,1,Private service staff,3.0,29,1.0,F-16415135000.0Working
17515,M,Y,N,2,207000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,13297,762,0,0,0,Sales staff,4.0,39,2.0,M-13297207000.0Commercial associate
17516,F,N,Y,0,76500.0,Pensioner,Secondary / secondary special,Married,House / apartment,24311,0,0,1,0,No job,2.0,16,0.0,F-2431176500.0Pensioner
17517,F,N,N,0,450000.0,Working,Secondary / secondary special,Married,House / apartment,18826,686,0,0,0,Laborers,2.0,36,2.0,F-18826450000.0Working
17518,M,Y,Y,0,180000.0,State servant,Higher education,Single / not married,House / apartment,8507,1082,0,0,0,Core staff,1.0,26,0.0,M-8507180000.0State servant
17519,F,Y,Y,0,157500.0,Pensioner,Lower secondary,Married,House / apartment,21739,0,0,0,0,No job,2.0,7,2.0,F-21739157500.0Pensioner
17520,M,Y,Y,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,14618,4979,1,0,0,Laborers,4.0,44,2.0,M-14618180000.0Working
17521,F,N,N,1,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,10151,1138,0,0,0,Laborers,3.0,13,2.0,F-10151135000.0Working
17522,F,N,N,0,157500.0,Commercial associate,Higher education,Married,House / apartment,13642,4846,0,1,0,High skill tech staff,2.0,23,2.0,F-13642157500.0Commercial associate
17523,F,Y,Y,0,450000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,16053,1905,0,0,0,Core staff,1.0,53,2.0,F-16053450000.0Commercial associate
17524,F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,10572,137,0,0,0,No job,2.0,25,2.0,F-10572180000.0Commercial associate
17525,F,Y,N,0,180000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,15351,6790,0,0,0,Core staff,1.0,48,0.0,F-15351180000.0Commercial associate
17526,F,N,Y,1,135000.0,Working,Secondary / secondary special,Civil marriage,With parents,10190,279,0,0,0,No job,3.0,6,1.0,F-10190135000.0Working
17527,F,Y,N,0,157500.0,Working,Higher education,Married,House / apartment,13146,2163,0,0,0,High skill tech staff,2.0,60,0.0,F-13146157500.0Working
17528,F,N,Y,0,126000.0,Commercial associate,Higher education,Separated,House / apartment,16236,3000,0,0,0,Managers,1.0,4,1.0,F-16236126000.0Commercial associate
17529,F,Y,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,14000,2387,0,0,0,Sales staff,2.0,2,1.0,F-14000112500.0Working
17530,F,N,Y,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,11050,921,0,0,0,Cleaning staff,3.0,13,2.0,F-11050180000.0Working
17531,F,N,Y,0,184500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,13337,2593,0,0,0,Laborers,2.0,38,2.0,F-13337184500.0Commercial associate
17532,F,N,Y,1,211500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,16212,7099,0,0,0,Core staff,3.0,24,2.0,F-16212211500.0State servant
17533,F,N,N,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,19399,5782,0,1,0,No job,2.0,48,2.0,F-19399112500.0Commercial associate
17534,F,N,N,0,49500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,23871,0,0,0,0,No job,1.0,45,1.0,F-2387149500.0Pensioner
17535,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,23026,0,0,0,0,No job,2.0,36,2.0,F-23026112500.0Pensioner
17536,F,Y,Y,2,135000.0,State servant,Secondary / secondary special,Married,House / apartment,14683,5355,0,0,0,Sales staff,4.0,24,0.0,F-14683135000.0State servant
17537,F,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,18150,1812,0,0,0,Drivers,3.0,14,2.0,F-18150157500.0Working
17538,F,N,Y,0,387000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,18147,642,0,0,0,Sales staff,1.0,56,2.0,F-18147387000.0Commercial associate
17539,M,Y,Y,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,11728,932,0,0,1,No job,1.0,3,1.0,M-11728225000.0Commercial associate
17540,F,N,N,1,360000.0,Commercial associate,Higher education,Civil marriage,House / apartment,14805,1922,0,0,0,Sales staff,3.0,11,2.0,F-14805360000.0Commercial associate
17541,F,Y,Y,0,180000.0,Working,Higher education,Separated,House / apartment,17269,8469,0,0,0,No job,1.0,54,2.0,F-17269180000.0Working
17542,F,N,Y,0,69372.0,Working,Secondary / secondary special,Married,House / apartment,15887,217,1,1,0,Laborers,2.0,35,2.0,F-1588769372.0Working
17543,F,Y,N,0,337500.0,Working,Secondary / secondary special,Single / not married,House / apartment,9766,303,1,0,1,No job,1.0,32,2.0,F-9766337500.0Working
17544,M,Y,Y,1,450000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,18173,678,0,1,1,Core staff,3.0,51,2.0,M-18173450000.0Commercial associate
17545,F,N,Y,0,171000.0,Working,Secondary / secondary special,Single / not married,House / apartment,19881,8405,0,1,0,Accountants,1.0,18,1.0,F-19881171000.0Working
17546,F,N,N,0,99000.0,Working,Secondary / secondary special,Married,With parents,19566,5453,1,0,0,Medicine staff,2.0,17,2.0,F-1956699000.0Working
17547,F,N,N,1,202500.0,Working,Secondary / secondary special,Separated,House / apartment,13939,134,0,0,0,Laborers,2.0,52,2.0,F-13939202500.0Working
17548,F,N,Y,0,67500.0,Pensioner,Higher education,Single / not married,Municipal apartment,23694,0,0,0,1,No job,1.0,16,2.0,F-2369467500.0Pensioner
17549,F,N,N,0,103500.0,Working,Secondary / secondary special,Single / not married,House / apartment,12348,424,1,1,0,Sales staff,1.0,3,1.0,F-12348103500.0Working
17550,F,Y,Y,0,225000.0,Working,Higher education,Married,House / apartment,12322,3717,0,0,0,Core staff,2.0,35,1.0,F-12322225000.0Working
17551,F,N,Y,0,126000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,21747,0,0,0,0,No job,1.0,25,2.0,F-21747126000.0Pensioner
17552,F,Y,N,0,360000.0,Working,Higher education,Married,House / apartment,12845,2296,1,1,0,Accountants,2.0,50,1.0,F-12845360000.0Working
17553,M,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,9970,1315,0,0,0,Drivers,2.0,21,1.0,M-9970225000.0Working
17554,F,N,N,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,16017,1398,0,0,0,Laborers,2.0,8,2.0,F-16017157500.0Commercial associate
17555,M,Y,Y,1,135000.0,Working,Higher education,Married,House / apartment,15013,3846,0,0,0,Laborers,3.0,33,2.0,M-15013135000.0Working
17556,M,N,Y,2,225000.0,State servant,Higher education,Married,House / apartment,12839,4584,0,0,0,No job,4.0,13,2.0,M-12839225000.0State servant
17557,F,N,Y,2,90000.0,Working,Higher education,Married,House / apartment,12496,597,0,0,0,No job,4.0,37,0.0,F-1249690000.0Working
17558,F,N,Y,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,17840,1807,0,0,0,Core staff,1.0,22,2.0,F-17840225000.0Working
17559,M,Y,N,2,450000.0,Working,Secondary / secondary special,Married,House / apartment,14970,7183,0,0,1,Drivers,4.0,43,2.0,M-14970450000.0Working
17560,F,N,Y,0,175500.0,Pensioner,Secondary / secondary special,Married,House / apartment,20770,0,0,0,0,No job,2.0,31,2.0,F-20770175500.0Pensioner
17561,F,N,Y,0,90000.0,State servant,Higher education,Married,House / apartment,12849,543,1,1,0,Core staff,2.0,17,1.0,F-1284990000.0State servant
17562,M,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,19408,4553,0,1,0,Laborers,2.0,10,2.0,M-19408180000.0Working
17563,F,N,N,2,99000.0,State servant,Secondary / secondary special,Married,House / apartment,14360,4660,0,1,1,Cleaning staff,4.0,38,2.0,F-1436099000.0State servant
17564,F,N,Y,0,49500.0,Pensioner,Secondary / secondary special,Married,House / apartment,22993,0,0,1,0,No job,2.0,57,1.0,F-2299349500.0Pensioner
17565,M,Y,N,1,180000.0,State servant,Incomplete higher,Married,With parents,10591,1195,0,0,0,Drivers,3.0,29,2.0,M-10591180000.0State servant
17566,F,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,20870,1583,0,0,0,Medicine staff,2.0,7,2.0,F-20870202500.0Commercial associate
17567,F,N,Y,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,19990,10490,0,0,0,Accountants,3.0,42,1.0,F-19990180000.0Working
17568,F,Y,N,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,20952,3852,0,0,1,Managers,2.0,32,2.0,F-20952247500.0Working
17569,F,N,Y,0,121500.0,Commercial associate,Higher education,Married,House / apartment,17046,1410,0,1,0,Accountants,2.0,23,2.0,F-17046121500.0Commercial associate
17570,M,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,10287,1193,1,1,0,Laborers,3.0,4,1.0,M-10287157500.0Working
17571,M,N,Y,1,225000.0,Working,Higher education,Married,House / apartment,13198,3690,0,0,0,Core staff,3.0,12,1.0,M-13198225000.0Working
17572,M,N,Y,0,315000.0,Working,Higher education,Married,House / apartment,13324,1655,0,0,0,Laborers,2.0,21,0.0,M-13324315000.0Working
17573,F,N,Y,1,270000.0,Working,Higher education,Married,House / apartment,18411,10094,0,0,0,Core staff,3.0,27,2.0,F-18411270000.0Working
17574,M,Y,N,2,202500.0,Working,Secondary / secondary special,Married,House / apartment,15904,3787,0,0,0,Laborers,4.0,3,1.0,M-15904202500.0Working
17575,F,N,Y,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,17427,0,0,0,0,No job,2.0,35,2.0,F-17427202500.0Pensioner
17576,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,23929,0,0,1,0,No job,1.0,18,2.0,F-23929135000.0Pensioner
17577,F,N,Y,0,238500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,17100,1236,1,1,0,Core staff,2.0,29,2.0,F-17100238500.0Commercial associate
17578,F,Y,Y,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,14450,2777,0,0,0,Laborers,2.0,17,2.0,F-14450225000.0Commercial associate
17579,M,Y,N,2,157500.0,Working,Secondary / secondary special,Separated,With parents,13979,1626,0,0,0,Laborers,3.0,40,2.0,M-13979157500.0Working
17580,F,N,Y,0,135000.0,Pensioner,Higher education,Widow,House / apartment,22344,0,0,0,0,No job,1.0,8,2.0,F-22344135000.0Pensioner
17581,F,N,N,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,20473,0,0,0,0,No job,2.0,34,2.0,F-2047390000.0Pensioner
17582,F,N,Y,0,99000.0,Pensioner,Secondary / secondary special,Married,House / apartment,22799,0,0,0,0,No job,2.0,18,2.0,F-2279999000.0Pensioner
17583,F,N,N,0,99000.0,Working,Higher education,Married,House / apartment,14661,5521,0,0,0,No job,2.0,16,1.0,F-1466199000.0Working
17584,F,N,Y,1,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,15926,3327,0,0,0,No job,2.0,32,1.0,F-15926225000.0Commercial associate
17585,M,Y,Y,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,14401,3389,0,0,1,Laborers,2.0,14,2.0,M-14401270000.0Commercial associate
17586,F,N,N,0,49500.0,Pensioner,Higher education,Married,Municipal apartment,21157,0,0,0,0,No job,2.0,53,1.0,F-2115749500.0Pensioner
17587,F,N,N,1,81000.0,Working,Secondary / secondary special,Married,House / apartment,14290,1308,0,1,0,Cooking staff,3.0,29,2.0,F-1429081000.0Working
17588,M,Y,N,0,315000.0,Commercial associate,Higher education,Married,House / apartment,13495,259,0,0,0,Sales staff,2.0,10,1.0,M-13495315000.0Commercial associate
17589,F,N,Y,0,99000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,22829,0,0,0,0,No job,1.0,15,1.0,F-2282999000.0Pensioner
17590,F,Y,N,0,292500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,19939,6298,1,0,0,Managers,2.0,11,0.0,F-19939292500.0Commercial associate
17591,F,Y,N,0,202500.0,Commercial associate,Incomplete higher,Separated,House / apartment,14096,1344,0,1,1,Accountants,1.0,5,2.0,F-14096202500.0Commercial associate
17592,F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,17207,2796,0,0,0,Sales staff,1.0,57,2.0,F-17207135000.0Commercial associate
17593,M,N,Y,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,17523,4152,1,0,0,No job,2.0,56,2.0,M-17523112500.0Commercial associate
17594,F,Y,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,15068,2067,0,0,0,Sales staff,3.0,4,2.0,F-15068135000.0Working
17595,F,N,Y,2,270000.0,State servant,Higher education,Single / not married,House / apartment,10425,2745,0,0,0,Core staff,3.0,3,2.0,F-10425270000.0State servant
17596,M,N,Y,1,225000.0,Working,Higher education,Single / not married,With parents,12958,1475,1,0,1,Laborers,2.0,30,1.0,M-12958225000.0Working
17597,M,Y,Y,0,418500.0,Working,Higher education,Married,House / apartment,19038,73,0,1,0,No job,2.0,24,2.0,M-19038418500.0Working
17598,M,Y,Y,2,211500.0,Working,Secondary / secondary special,Married,House / apartment,10435,2987,0,0,0,No job,4.0,51,1.0,M-10435211500.0Working
17599,M,Y,Y,3,315000.0,Working,Secondary / secondary special,Married,House / apartment,15391,5787,0,0,0,Managers,5.0,49,1.0,M-15391315000.0Working
17600,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,22788,0,0,0,0,No job,1.0,4,1.0,F-22788135000.0Pensioner
17601,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,18902,219,0,1,0,Laborers,2.0,54,2.0,F-18902112500.0Working
17602,M,Y,N,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,8958,217,1,1,0,Drivers,1.0,6,1.0,M-8958225000.0Working
17603,F,Y,Y,0,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,12461,678,0,0,0,Sales staff,2.0,13,0.0,F-12461180000.0Working
17604,F,Y,Y,0,180000.0,Working,Higher education,Married,With parents,12627,241,1,1,0,Sales staff,2.0,5,2.0,F-12627180000.0Working
17605,F,Y,Y,1,180000.0,Working,Higher education,Married,House / apartment,15001,249,0,0,0,Managers,3.0,1,0.0,F-15001180000.0Working
17606,F,Y,Y,2,135000.0,Working,Higher education,Married,House / apartment,12334,460,0,0,0,Accountants,4.0,30,1.0,F-12334135000.0Working
17607,F,Y,Y,0,157500.0,Working,Higher education,Married,Co-op apartment,22185,347,1,0,0,Accountants,2.0,43,2.0,F-22185157500.0Working
17608,F,N,Y,0,112500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,18484,6033,0,1,0,Medicine staff,2.0,29,1.0,F-18484112500.0State servant
17609,F,Y,Y,0,337500.0,Pensioner,Secondary / secondary special,Married,House / apartment,20629,0,0,0,1,No job,2.0,35,1.0,F-20629337500.0Pensioner
17610,M,Y,N,0,270000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,18402,714,1,0,0,Core staff,2.0,38,0.0,M-18402270000.0Working
17611,F,Y,Y,1,135000.0,Working,Higher education,Married,House / apartment,10014,2311,0,0,0,No job,3.0,21,2.0,F-10014135000.0Working
17612,M,Y,N,2,315000.0,Working,Higher education,Married,With parents,10395,734,0,0,0,Sales staff,4.0,29,1.0,M-10395315000.0Working
17613,F,N,Y,0,81000.0,Working,Secondary / secondary special,Single / not married,House / apartment,19484,168,0,0,0,No job,1.0,53,2.0,F-1948481000.0Working
17614,M,Y,Y,0,247500.0,Working,Secondary / secondary special,Married,Co-op apartment,11085,2783,1,0,0,Sales staff,2.0,46,2.0,M-11085247500.0Working
17615,M,Y,Y,0,270000.0,State servant,Secondary / secondary special,Married,House / apartment,11372,3897,0,0,0,Core staff,2.0,14,0.0,M-11372270000.0State servant
17616,F,N,N,0,126000.0,Working,Secondary / secondary special,Married,Municipal apartment,15344,4461,0,0,0,No job,2.0,47,1.0,F-15344126000.0Working
17617,F,N,Y,1,180000.0,Working,Higher education,Separated,House / apartment,16554,2470,0,0,1,No job,2.0,16,1.0,F-16554180000.0Working
17618,M,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,15852,3304,0,0,0,Laborers,2.0,28,2.0,M-15852112500.0Working
17619,F,N,N,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,18307,8794,1,1,0,Drivers,2.0,31,2.0,F-18307270000.0Working
17620,M,Y,Y,1,180000.0,Working,Higher education,Married,House / apartment,14082,1800,0,0,0,Managers,3.0,45,2.0,M-14082180000.0Working
17621,M,Y,N,0,315000.0,Commercial associate,Higher education,Married,House / apartment,13937,4853,1,1,0,Managers,2.0,27,2.0,M-13937315000.0Commercial associate
17622,F,N,Y,0,256500.0,Commercial associate,Higher education,Separated,House / apartment,19604,970,0,0,0,Managers,1.0,49,1.0,F-19604256500.0Commercial associate
17623,M,N,Y,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,20630,219,0,0,0,Drivers,2.0,40,0.0,M-20630225000.0Commercial associate
17624,F,Y,Y,1,63000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,13669,1261,1,1,0,Sales staff,3.0,24,1.0,F-1366963000.0Working
17625,F,Y,N,1,184500.0,Working,Higher education,Separated,With parents,13438,4447,1,0,0,Core staff,2.0,52,2.0,F-13438184500.0Working
17626,F,N,N,0,180000.0,Working,Secondary / secondary special,Separated,House / apartment,13774,2684,0,0,0,Cooking staff,1.0,3,1.0,F-13774180000.0Working
17627,M,Y,N,1,270000.0,Working,Higher education,Married,Rented apartment,10817,203,0,1,0,Laborers,3.0,34,2.0,M-10817270000.0Working
17628,M,Y,N,2,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,14636,3850,0,0,0,No job,4.0,35,2.0,M-14636225000.0Commercial associate
17629,M,N,Y,1,562500.0,Working,Incomplete higher,Married,House / apartment,13790,5639,1,1,0,No job,3.0,25,2.0,M-13790562500.0Working
17630,F,Y,Y,0,315000.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,14092,3780,0,1,0,Drivers,2.0,51,0.0,F-14092315000.0State servant
